question_1,question_2,cosine_similarity
Please tell me what is the intensity?,What is the intensity,0.9634784370957412
What is the bulb color?,What is the light color?,0.9631043710259515
What is the bulb color?,What is the light color?,0.9631043710259515
What is the light color?,What is the bulb color?,0.9631043710259515
What is the bulb color?,What is the light color?,0.9631043710259515
Set the light color to,Make the light,0.9628414639436402
Please change intensity,Please adjust intensity,0.9628269456780714
change bulb brightness,Please change bulb brightness,0.9625156728472839
Please change bulb brightness,Change bulb brightness,0.9625156728472839
What is the bulb brightness?,Please tell me what is the light brightness?,0.9616793269298698
Please tell me what is the light brightness?,What is the bulb brightness?,0.9616793269298698
change color,Please change color,0.96153990748245
Please change color,Change color,0.96153990748245
Please tell me what is the bulb color?,Please tell me what is the light color?,0.9613791408639525
What is the maximum heat temperature?,What is the max allowed heat temperature?,0.9609430305233044
Please tell me what is the intensity,Please tell me what is the light intensity?,0.9606017651178275
Please tell me what is the bulb brightness,Please tell me what is the light brightness?,0.96025283033729
What is the intensity?,What is the bulb intensity,0.9601722048332715
What is the intensity?,What is the bulb intensity,0.9601722048332715
What is the bulb intensity,What is the intensity?,0.9601722048332715
What is the intensity?,What is the bulb intensity,0.9601722048332715
What is the light intensity?,Please tell me what is the intensity,0.9601702953309754
Please tell me what is the intensity,What is the light intensity?,0.9601702953309754
Which mode is the thermostat in?,Can you tell me the mode of the thermostat?,0.9597261209172816
Which mode is the thermostat in?,Can you tell me the mode of the thermostat?,0.9597261209172816
Can you tell me the mode of the thermostat?,Which mode is the thermostat in?,0.9597261209172816
Which mode is the thermostat in?,Can you tell me the mode of the thermostat?,0.9597261209172816
Set maximum heat temperature to,Change the max heating temperature,0.9596873088225685
Set maximum heat temperature to,Adjust max heat temperature to,0.9592798649981593
What is the light brightness?,Please tell me what is the bulb brightness?,0.9591489566925377
Please tell me what is the bulb brightness?,What is the light brightness?,0.9591489566925377
Please update the mode cooling,Please update the more cooling,0.9587684605851935
Change the max heating temperature,Adjust max heat temperature to,0.9586837459365674
Please change bulb intensity,Please adjust bulb intensity,0.9583689955336047
Which mode is the thermostat in?,please tell me the mode of the thermostat,0.9578840207973232
Which mode is the thermostat in?,please tell me the mode of the thermostat,0.9578840207973232
please tell me the mode of the thermostat,Which mode is the thermostat in?,0.9578840207973232
Which mode is the thermostat in?,please tell me the mode of the thermostat,0.9578840207973232
Set the mode to heating,Switch to heating mode,0.9577648959579715
What is the intensity,What is the light intensity?,0.9571957907195532
What is the intensity,What is the light intensity?,0.9571957907195532
What is the light intensity?,What is the intensity,0.9571957907195532
What is the intensity,What is the light intensity?,0.9571957907195532
Put the thermostat in heat more,Put the thermostat in cool more,0.9569481822746715
What is the intensity?,Please tell me what is the bulb intensity,0.9558043536895011
Please tell me what is the bulb intensity,What is the intensity?,0.9558043536895011
Please tell me what is the bulb intensity,Please tell me what is the light intensity?,0.9549907322411044
Which mode is the thermostat in?,please tell me what is the mode of the thermostat?,0.9546213855187982
Which mode is the thermostat in?,please tell me what is the mode of the thermostat?,0.9546213855187982
please tell me what is the mode of the thermostat?,Which mode is the thermostat in?,0.9546213855187982
Which mode is the thermostat in?,please tell me what is the mode of the thermostat?,0.9546213855187982
change the temperature,Set the temperature to,0.9543081435078091
Change the temperature,Set the temperature to,0.9543081435078091
What is the bulb brightness,What is the light brightness?,0.9539543384529175
What is the bulb brightness,What is the light brightness?,0.9539543384529175
What is the light brightness?,What is the bulb brightness,0.9539543384529175
What is the bulb brightness,What is the light brightness?,0.9539543384529175
I want to change the mode heating,I want to change the more heating,0.9538671551806215
Set the mode to auto,Switch to auto mode,0.9532813877098013
change the thermostat temperature,Adjust the thermostat to,0.9530149039517728
Change the thermostat temperature,Adjust the thermostat to,0.9530149039517728
Set the temperature to,I want to set the temperature,0.9527971301782996
Put the thermostat in heat more,Put the thermostat in off more,0.952747461197373
Put the thermostat in cool more,Put the thermostat in off more,0.9518657536291937
Set the system to cool,Set the system to cooling,0.9514126725157565
What is the maximum heat temperature,What is the max allowed heat temperature?,0.951290574971875
Set the minimum cool temperature to,Change min cool to,0.9512845807570222
Please set the thermostat to cool,Please set the thermostat to heat,0.951283641396268
What is the bulb color?,Please tell me what is the light color?,0.9512818454649103
Please tell me what is the light color?,What is the bulb color?,0.9512818454649103
Which mode is the thermostat in?,please tell me what is the mode of the thermostat,0.9512690828997865
Which mode is the thermostat in?,please tell me what is the mode of the thermostat,0.9512690828997865
please tell me what is the mode of the thermostat,Which mode is the thermostat in?,0.9512690828997865
Which mode is the thermostat in?,please tell me what is the mode of the thermostat,0.9512690828997865
change the thermostat temperature,Update the thermostat temperature,0.95113736192296
Change the thermostat temperature,Update the thermostat temperature,0.95113736192296
Put the thermostat in off mode,Set the thermostat to off,0.9506543978788662
Set the mode to off,Switch to off mode,0.9506023055539665
What is the bulb intensity,Please tell me what is the intensity?,0.950546004024031
Please tell me what is the intensity?,What is the bulb intensity,0.950546004024031
What is the bulb intensity,What is the light intensity?,0.9503437630052336
What is the bulb intensity,What is the light intensity?,0.9503437630052336
What is the light intensity?,What is the bulb intensity,0.9503437630052336
What is the bulb intensity,What is the light intensity?,0.9503437630052336
I want to change the mode off,I want to update the mode off,0.9495584501935359
Set minimum heat temperature to,Lower the minimum heat temperature,0.9495026558043568
Set the mode to cooling,Switch to cooling mode,0.9485846802604028
Please set the thermostat to cool,Please set the thermostat to heating,0.9485206481767509
What is the light intensity?,Please tell me what is the bulb intensity,0.9480367733768047
Please tell me what is the bulb intensity,What is the light intensity?,0.9480367733768047
Put the thermostat in heat mode,Put the thermostat in auto mode,0.9480318604919837
Put the thermostat in cool mode,Put the thermostat in auto mode,0.9474554640244024
turn off the bulb,Switch off the bulb,0.9473018237780507
Turn off the bulb,Switch off the bulb,0.9473018237780507
Set maximum heat temperature to,Raise the maximum heat temperature,0.9471849437584468
What is the light color?,Please tell me what is the bulb color?,0.9469751420562988
Please tell me what is the bulb color?,What is the light color?,0.9469751420562988
Please change bulb brightness,Please update bulb brightness,0.9464688480817187
Set the thermostat to cool,Set the thermostat to heat,0.9454178331495973
What is the light brightness?,Please tell me what is the bulb brightness,0.9453551503411038
Please tell me what is the bulb brightness,What is the light brightness?,0.9453551503411038
I want to change the more off,I want to update the more off,0.944527066473471
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Please change light color,Please adjust light color,0.9437281857040692
Set the temperature unit to Celsius,Switch the unit to Celsius,0.9434255090972289
change the thermostat mode,change the thermostat more,0.943413743186217
change the thermostat mode,Change the thermostat more,0.943413743186217
change the thermostat more,Change the thermostat mode,0.943413743186217
Change the thermostat mode,Change the thermostat more,0.943413743186217
Put the thermostat in heat mode,Set the thermostat to heat,0.9432129703127141
Change the minimum heating temperature to,Lower the minimum heat temperature,0.942865866521654
Raise the maximum heat temperature,Adjust max heat temperature to,0.942669078120605
Please change color,Please adjust color,0.9424939146630564
Please change brightness,Please update brightness,0.9424179894555413
Change the max heating temperature,Raise the maximum heat temperature,0.9423229798799484
Please set the thermostat to heat,Please set the thermostat to cooling,0.9421315946583215
Please update bulb intensity,Please update bulb brightness,0.9418490979169459
Put the thermostat in auto mode,Set the thermostat to auto,0.9412345099440571
What is the current thermostat mode?,please tell me what is the mode of the thermostat?,0.9411340073459604
What is the current thermostat mode?,please tell me what is the mode of the thermostat?,0.9411340073459604
please tell me what is the mode of the thermostat?,What is the current thermostat mode?,0.9411340073459604
What is the current thermostat mode?,please tell me what is the mode of the thermostat?,0.9411340073459604
Please set the thermostat to cooling,Please set the thermostat to heating,0.940765792127892
Please set the system to cool,Please set the system to cooling,0.9399506255285593
I want to change the more auto,I want to update the more auto,0.9398476036805903
Switch to cooling mode,Switch to cooling more,0.9398381601690269
Set the temperature unit to Celsius,Set the temperature format to Celsius,0.9397515624426913
Please set the thermostat to off,Please set the thermostat to cool,0.9393840643241931
change the thermostat mode,Set the thermostat to heat,0.939371868245293
Change the thermostat mode,Set the thermostat to heat,0.939371868245293
Please set the thermostat to off,Please set the thermostat to heat,0.9391137783362971
Set the thermostat to cool,Set the thermostat to heating,0.939031990218115
Please update brightness,Please update bulb brightness,0.938498623445216
Please update the mode heating,Please update the more heating,0.938460452892778
Please tell me what is the bulb color,Please tell me what is the light color?,0.9383698015649427
change the thermostat mode,Set the thermostat to cool,0.9381597854268463
Change the thermostat mode,Set the thermostat to cool,0.9381597854268463
Please set the thermostat to off,Please set the thermostat to heating,0.9378212902968099
change the temperature,Update the temperature,0.9378108650510761
Change the temperature,Update the temperature,0.9378108650510761
Set the mode to off,I want to change the mode off,0.9375556066680819
What is the bulb color,What is the light color?,0.9372950483910178
What is the bulb color,What is the light color?,0.9372950483910178
What is the light color?,What is the bulb color,0.9372950483910178
What is the bulb color,What is the light color?,0.9372950483910178
What is the intensity,Please tell me what is the light intensity?,0.9369897474056392
Please tell me what is the light intensity?,What is the intensity,0.9369897474056392
Please change brightness,Please change bulb brightness,0.9369247640091103
Please change intensity,Please update intensity,0.9368917901519667
What is the bulb brightness,Please tell me what is the light brightness?,0.9368241211482282
Please tell me what is the light brightness?,What is the bulb brightness,0.9368241211482282
Put the thermostat in cool mode,Put the thermostat in off mode,0.9367263745748344
Put the thermostat in heat mode,Put the thermostat in off mode,0.9364925958903866
change brightness,change bulb brightness,0.9363657706543288
change brightness,Change bulb brightness,0.9363657706543288
change bulb brightness,Change brightness,0.9363657706543288
Change brightness,Change bulb brightness,0.9363657706543288
Please adjust bulb intensity,Please adjust bulb brightness,0.9357429763228491
Set the thermostat to heat,Set the thermostat to cooling,0.935634220901969
What is the current thermostat mode?,please tell me what is the mode of the thermostat,0.9356119664595772
What is the current thermostat mode?,please tell me what is the mode of the thermostat,0.9356119664595772
please tell me what is the mode of the thermostat,What is the current thermostat mode?,0.9356119664595772
What is the current thermostat mode?,please tell me what is the mode of the thermostat,0.9356119664595772
Please change bulb intensity,Please update bulb intensity,0.9353197736646395
Please change light color,Set the light color to,0.9346380056783883
Please change light color,Set the light color to,0.9346380056783883
Please change light color,Set the light color to,0.9346380056783883
Please change light color,Set the light color to,0.9346380056783883
Please change light color,Set the light color to,0.9346380056783883
Set the thermostat to auto,Please set the thermostat to auto,0.93443655390183
Put the thermostat in heat more,Put the thermostat in auto more,0.9340434597190272
What is the bulb intensity,Please tell me what is the light intensity?,0.9334537667980278
Please tell me what is the light intensity?,What is the bulb intensity,0.9334537667980278
What is the current thermostat mode?,Which mode is the thermostat in?,0.9330790820554538
What is the current thermostat mode?,Which mode is the thermostat in?,0.9330790820554538
Which mode is the thermostat in?,What is the current thermostat mode?,0.9330790820554538
What is the current thermostat mode?,Which mode is the thermostat in?,0.9330790820554538
Please update bulb brightness,Please adjust bulb brightness,0.9329730384973263
Put the thermostat in off more,Put the thermostat in auto more,0.9327655523552985
Please change color,Please change light color,0.9321604302813096
Please change color,Please change light color,0.9321604302813096
Please change color,Please change light color,0.9321604302813096
Please change color,Please change light color,0.9321604302813096
Please change color,Please change light color,0.9321604302813096
Put the thermostat in heat mode,Set the thermostat to heating,0.9320469429710464
Put the thermostat in cool mode,Set the thermostat to cool,0.9320274955982868
change brightness,Please adjust brightness,0.931973968824352
Please adjust brightness,Change brightness,0.931973968824352
Change the upper limit for cooling,Set max cooling to,0.9314252230595523
change the temperature,Increase the temperature,0.9312062477470004
Change the temperature,Increase the temperature,0.9312062477470004
Set the thermostat to cooling,Set the thermostat to heating,0.9309811249348455
change the temperature,change the thermostat temperature,0.9308798208893041
change the temperature,Change the thermostat temperature,0.9308798208893041
change the thermostat temperature,Change the temperature,0.9308798208893041
Change the temperature,Change the thermostat temperature,0.9308798208893041
Please adjust color,Please adjust light color,0.9307761533750347
Please adjust color,Please adjust light color,0.9307761533750347
Please adjust color,Please adjust light color,0.9307761533750347
Please adjust color,Please adjust light color,0.9307761533750347
Please adjust color,Please adjust light color,0.9307761533750347
Set the thermostat to heat,Please set the thermostat to heat,0.9306472141238162
I want to change the mode auto,I want to update the mode auto,0.930588267955418
Please adjust brightness,Please adjust bulb brightness,0.9302946516322159
Put the thermostat in cool mode,Put the thermostat in cool more,0.930202906024751
What is the current thermostat mode?,Can you tell me the mode of the thermostat?,0.9302024297611841
What is the current thermostat mode?,Can you tell me the mode of the thermostat?,0.9302024297611841
Can you tell me the mode of the thermostat?,What is the current thermostat mode?,0.9302024297611841
What is the current thermostat mode?,Can you tell me the mode of the thermostat?,0.9302024297611841
change the thermostat mode,Set the thermostat to heating,0.9301651916196674
Change the thermostat mode,Set the thermostat to heating,0.9301651916196674
change bulb intensity,change bulb brightness,0.9299339142850773
change bulb intensity,Change bulb brightness,0.9299339142850773
change bulb brightness,Change bulb intensity,0.9299339142850773
Change bulb intensity,Change bulb brightness,0.9299339142850773
Please update color,Please update light color,0.9289756731508274
Please update color,Please update light color,0.9289756731508274
Please update color,Please update light color,0.9289756731508274
Please update color,Please update light color,0.9289756731508274
Please update color,Please update light color,0.9289756731508274
What is the current thermostat mode?,please tell me the mode of the thermostat,0.9289575606064535
What is the current thermostat mode?,please tell me the mode of the thermostat,0.9289575606064535
please tell me the mode of the thermostat,What is the current thermostat mode?,0.9289575606064535
What is the current thermostat mode?,please tell me the mode of the thermostat,0.9289575606064535
Set the thermostat to heating,Please set the thermostat to heating,0.9281034853930332
change bulb brightness,Please adjust bulb brightness,0.927878013190504
Please adjust bulb brightness,Change bulb brightness,0.927878013190504
Please update brightness,Please adjust brightness,0.9277204770963599
Please change color,Please update color,0.9276528420078958
change the thermostat more,Put the thermostat in off more,0.9273340160703549
Change the thermostat more,Put the thermostat in off more,0.9273340160703549
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Please change light color,Please update light color,0.9268073527556866
Update the temperature,Update the thermostat temperature,0.9267583729155644
Please change bulb intensity,Please change bulb brightness,0.9266690182572443
Put the thermostat in auto mode,Please set the thermostat to auto,0.9265339824897694
Update the temperature,Change the temperature to,0.9258400950384764
What is the bulb color,Please tell me what is the light color?,0.925756306737262
Please tell me what is the light color?,What is the bulb color,0.925756306737262
change intensity,Please adjust intensity,0.9256788878189971
Please adjust intensity,Change intensity,0.9256788878189971
Set maximum heat temperature to,Set the maximum cool temperature to,0.9256191040829214
change the thermostat mode,Set the thermostat to cooling,0.9252269724633799
Change the thermostat mode,Set the thermostat to cooling,0.9252269724633799
Change the temperature to,I want to set the temperature,0.9251141213503198
Switch off the light,I want to turn off the light,0.9247663005248823
Set the system to heat,Please set the system to heat,0.9246894769949194
change the thermostat mode,Set the thermostat to off,0.9245214218482446
Change the thermostat mode,Set the thermostat to off,0.9245214218482446
Set minimum heat temperature to,Set the minimum cool temperature to,0.9244240463672642
What is the light color?,Please tell me what is the bulb color,0.9237841642592874
Please tell me what is the bulb color,What is the light color?,0.9237841642592874
change the thermostat more,Put the thermostat in heat more,0.9236962205005361
Change the thermostat more,Put the thermostat in heat more,0.9236962205005361
Set the thermostat to cooling,Please set the thermostat to cooling,0.9236740546298049
Set the thermostat to off,Please set the thermostat to off,0.923541254686419
Put the thermostat in cool more,Put the thermostat in auto more,0.9230333267966362
Switch to off mode,I want to change the mode off,0.9229791094288352
Please set the thermostat to auto,Please set the thermostat to off,0.9226823380923301
Set the thermostat to heating,Please set the thermostat to heat,0.9220951395729
change intensity,Please update intensity,0.9220017476460494
Please update intensity,Change intensity,0.9220017476460494
Please set the thermostat to off,Please set the thermostat to cooling,0.9219379381692347
I want to change the mode auto,I want to change the more auto,0.9219049312783915
Please set the thermostat to auto,Please set the thermostat to heat,0.9218269495756098
Set the mode to heating,Set the system to heating,0.9216795649412686
Put the thermostat in off mode,Put the thermostat in auto mode,0.9216764730246092
Set the thermostat to off,Set the thermostat to heat,0.9215698247780657
Set the mode to auto,I want to change the mode auto,0.9213488720310702
change the temperature,I want to set the temperature,0.921262317784016
Change the temperature,I want to set the temperature,0.921262317784016
Set the thermostat to off,Set the thermostat to cool,0.9209325842895013
Put the thermostat in cool more,Set the thermostat to cool,0.9207840895825237
Set the mode to heating,I want to change the mode heating,0.9207081426702188
Change the temperature to,Increase the temperature,0.9206068755707848
Put the thermostat in cool mode,Set the thermostat to cooling,0.9202077075943813
Please set the thermostat to auto,Please set the thermostat to heating,0.9200524170094421
Set the thermostat to off,Set the thermostat to heating,0.9198130088954198
Set the mode to cooling,Set the system to cooling,0.9197870128544037
turn on the bulb,Switch on the bulb,0.919682738435958
Turn on the bulb,Switch on the bulb,0.919682738435958
How low can I set the cooling?,What is the minimum cool setting?,0.9191355229538165
What is the minimum heat temperature?,What is the lowest heat setting?,0.9189585619905369
Switch to off more,I want to change the more off,0.9186950402969253
Use Fahrenheit for temperature,Change temperature unit to Fahrenheit,0.9181733695337507
Set the thermostat to cool,Please set the thermostat to cool,0.9179772414895201
Switch to cooling more,I want to change the more cooling,0.9179183628501661
Switch to heating more,I want to change the more heating,0.9176451834859726
What is the minimum cooling temperature?,What is the minimum cool setting?,0.9175710822786488
Switch to heating mode,I want to change the mode heating,0.9172271826595118
Set the minimum cool temperature to,Adjust the lowest cooling temperature,0.9167341853380091
change brightness,Please update brightness,0.9165295020431243
Please update brightness,Change brightness,0.9165295020431243
Put the thermostat in heat mode,Put the thermostat in heat more,0.9165267123873027
Please update intensity,Please adjust intensity,0.9164694165664846
Update the temperature,Increase the temperature,0.9164414259907401
Please set the thermostat to auto,Please set the thermostat to cool,0.9164202886200855
Please change bulb brightness,Please adjust brightness,0.915284696204968
Please update bulb intensity,Please adjust bulb intensity,0.9150222549098612
Update the thermostat temperature,Adjust the thermostat to,0.9140224488242515
turn off the bulb,Switch off the light,0.9139432930872663
Turn off the bulb,Switch off the light,0.9139432930872663
Set the thermostat to heat,Please set the thermostat to heating,0.9138521916028985
What is the maximum cooling temperature?,Tell me the upper cooling limit,0.9137069381431591
What is the maximum cooling temperature?,What is the max cool setting?,0.9135237293660448
change bulb brightness,Please update bulb brightness,0.9134903391704601
Please update bulb brightness,Change bulb brightness,0.9134903391704601
Put the thermostat in heat mode,Set the thermostat to cool,0.9129883355103249
change the thermostat mode,Put the thermostat in heat mode,0.9125053141256498
Change the thermostat mode,Put the thermostat in heat mode,0.9125053141256498
